Property_ID,City,Locality,Property_Type,Bedrooms,Bathrooms,Area_sqft,Price,Property_Age,Furnishing,Parking,Sale_Status,Sale_Date,Price_per_sqft,Property_Age_Group
P110604,Hyderabad,South,Builder Floor,5,2,587,22646119.0,5,Unfurnished,No,Available,,38579.419080068146,0-5 Years
P110605,Pune,Central,Builder Floor,1,2,1104,8495487.0,11,Unknown,No,Sold,2022-09-13,7695.1875,11-20 Years
P110606,Kolkata,North,Apartment,2,3,3767,9775937.0,5,Furnished,No,Sold,2021-12-07,2595.1518449694718,0-5 Years
P110607,Delhi,South,Builder Floor,5,1,3994,31523946.0,9,Unfurnished,No,Sold,2022-03-07,7892.825738607912,6-10 Years
P110608,Bangalore,North,Villa,3,2,1091,43855776.0,9,Unfurnished,No,Available,,40197.77818515124,6-10 Years
P110609,Bangalore,East,Studio,3,4,3853,14841383.0,12,Furnished,No,Sold,2024-12-19,3851.9031923176744,11-20 Years
P110610,Hyderabad,Central,Studio,3,1,1766,11415579.0,18,Semi-Furnished,No,Available,,6464.0877689694225,11-20 Years
P110611,Kolkata,North,Studio,2,1,3049,15581666.0,16,Furnished,Yes,Sold,2021-11-14,5110.418497868153,11-20 Years
P110612,Hyderabad,North,Builder Floor,5,4,3694,39034633.0,15,Unfurnished,No,Sold,2024-01-14,10567.036545749865,11-20 Years
P110613,Chennai,South,Builder Floor,2,1,734,8071982.0,3,Semi-Furnished,Yes,Sold,2023-01-08,10997.25068119891,0-5 Years
P110614,Kolkata,South,Villa,3,1,2904,40609323.0,19,Unknown,No,Sold,2022-12-07,13983.926652892562,11-20 Years
P110615,Mumbai,Central,Apartment,4,4,3919,12685188.0,2,Unfurnished,No,Sold,2022-09-10,3236.843072212299,0-5 Years
P110616,Mumbai,North,Apartment,5,3,1137,8823400.0,4,Unfurnished,No,Available,,7760.246262093227,0-5 Years
P110617,Mumbai,West,Studio,4,2,2784,10883839.0,12,Unknown,Yes,Sold,2022-10-18,3909.4249281609195,11-20 Years
P110618,Hyderabad,South,Studio,5,4,2802,11779537.0,13,Semi-Furnished,No,Sold,2022-11-06,4203.97466095646,11-20 Years
P110619,Mumbai,South,Builder Floor,3,1,755,32045229.0,8,Unfurnished,No,Sold,2022-11-20,42444.0119205298,6-10 Years
P110620,Kolkata,East,Studio,4,2,2322,39158102.0,8,Semi-Furnished,No,Sold,2021-08-30,16863.954349698535,6-10 Years
P110621,Mumbai,Central,Villa,4,2,631,32377680.0,7,Unfurnished,No,Sold,2022-08-11,51311.69572107765,6-10 Years
P110622,Delhi,North,Villa,5,2,3738,17991946.0,9,Semi-Furnished,No,Sold,2023-04-02,4813.25468164794,6-10 Years
P110623,Mumbai,North,Studio,4,3,1195,5637878.0,21,Furnished,No,Sold,2022-06-19,4717.889539748954,20+ Years
P110624,Bangalore,North,Studio,4,1,589,41541945.0,19,Furnished,No,Available,,70529.61799660441,11-20 Years
P110625,Chennai,South,Studio,3,1,447,20398298.0,17,Semi-Furnished,Yes,Available,,45633.776286353466,11-20 Years
P110626,Hyderabad,Central,Studio,5,2,3755,25814855.0,11,Semi-Furnished,No,Sold,2021-01-14,6874.794940079893,11-20 Years
P110627,Pune,North,Studio,5,2,1213,32318515.0,12,Unfurnished,No,Available,,26643.45836768343,11-20 Years
P110628,Chennai,West,Villa,1,3,2383,18475225.0,15,Unfurnished,Yes,Available,,7752.9269827947965,11-20 Years
P110629,Delhi,East,Apartment,5,3,2502,3632993.0,2,Unfurnished,Yes,Sold,2023-10-27,1452.0355715427659,0-5 Years
P110630,Hyderabad,East,Villa,3,2,3810,3204535.0,8,Furnished,Yes,Available,,841.0853018372703,6-10 Years
P110631,Kolkata,North,Villa,4,1,2566,33214661.0,15,Furnished,No,Sold,2022-11-09,12944.139127045986,11-20 Years
P110632,Hyderabad,South,Studio,1,4,3473,21896248.0,16,Furnished,No,Available,,6304.707169594011,11-20 Years
P110633,Bangalore,East,Apartment,4,3,2671,33227121.0,15,Semi-Furnished,No,Available,,12439.955447397979,11-20 Years
P110634,Kolkata,East,Studio,5,1,3195,14010755.0,22,Furnished,No,Available,,4385.212832550861,20+ Years
P110635,Chennai,East,Villa,2,3,2650,33773511.0,9,Semi-Furnished,Yes,Sold,2023-11-07,12744.721132075472,6-10 Years
P110636,Chennai,East,Apartment,4,1,2079,25149459.0,21,Semi-Furnished,No,Available,,12096.901875901876,20+ Years
P110637,Mumbai,North,Builder Floor,5,2,2458,37189773.0,17,Semi-Furnished,Yes,Sold,2023-01-05,15130.094792514239,11-20 Years
P110638,Kolkata,Central,Studio,3,3,658,19488447.0,20,Furnished,Yes,Sold,2024-06-18,29617.700607902734,11-20 Years
P110639,Bangalore,Central,Builder Floor,5,4,2374,7698425.0,1,Furnished,Yes,Sold,2023-09-08,3242.8074978938503,0-5 Years
P110640,Mumbai,South,Builder Floor,1,2,697,13498178.0,13,Semi-Furnished,No,Sold,2021-06-24,19366.109038737446,11-20 Years
P110641,Mumbai,West,Builder Floor,2,3,3116,37019406.0,24,Furnished,Yes,Available,,11880.425545571245,20+ Years
P110642,Hyderabad,Central,Builder Floor,2,2,1620,38648154.0,4,Semi-Furnished,Yes,Available,,23856.885185185187,0-5 Years
P110643,Chennai,West,Apartment,2,4,2027,7457016.0,5,Semi-Furnished,No,Sold,2021-01-10,3678.84361124815,0-5 Years
P110644,Mumbai,Central,Studio,3,3,1838,39488610.0,19,Furnished,No,Sold,2022-07-24,21484.55386289445,11-20 Years
P110645,Delhi,Central,Apartment,2,3,2780,36227698.0,0,Semi-Furnished,No,Sold,2022-07-06,13031.546043165468,0-5 Years
P110646,Delhi,South,Studio,4,3,2600,32302835.0,14,Furnished,No,Sold,2022-06-10,12424.167307692307,11-20 Years
P110647,Chennai,East,Studio,3,1,1799,8911471.0,2,Furnished,No,Available,,4953.569205113952,0-5 Years
P110648,Delhi,South,Studio,5,1,533,19767801.0,20,Semi-Furnished,Yes,Sold,2022-10-17,37087.80675422139,11-20 Years
P110649,Hyderabad,Central,Apartment,1,3,1355,7086809.0,18,Unfurnished,Yes,Sold,2021-10-24,5230.117343173431,11-20 Years
P110650,Bangalore,East,Villa,3,2,2563,44450522.0,23,Furnished,Yes,Sold,2023-01-05,17343.161139289896,20+ Years
P110651,Pune,East,Builder Floor,1,2,3538,43402199.0,17,Semi-Furnished,No,Sold,2024-11-01,12267.438948558507,11-20 Years
P110652,Mumbai,East,Villa,3,3,3109,19476496.0,14,Unfurnished,Yes,Sold,2021-12-09,6264.553232550659,11-20 Years
P110653,Pune,West,Villa,5,4,1679,23918410.0,17,Unfurnished,Yes,Sold,2021-08-29,14245.628350208457,11-20 Years
P110654,Bangalore,Central,Villa,1,4,952,4790343.0,0,Unknown,No,Sold,2022-07-17,5031.872899159664,0-5 Years
P110655,Bangalore,North,Builder Floor,3,4,1092,35342249.0,13,Semi-Furnished,No,Sold,2021-04-20,32364.696886446887,11-20 Years
P110656,Hyderabad,South,Villa,1,1,2635,30414959.0,16,Semi-Furnished,Yes,Available,,11542.678937381404,11-20 Years
P110657,Delhi,West,Builder Floor,2,1,2486,32831455.0,19,Unfurnished,No,Available,,13206.538616251006,11-20 Years
P110658,Delhi,South,Builder Floor,2,1,879,10419932.0,7,Semi-Furnished,Yes,Available,,11854.302616609784,6-10 Years
P110659,Bangalore,North,Builder Floor,2,1,3373,44428073.0,23,Furnished,Yes,Sold,2023-06-05,13171.67892084198,20+ Years
P110660,Hyderabad,East,Studio,4,2,3798,4757791.0,7,Unfurnished,No,Available,,1252.7095839915746,6-10 Years
P110661,Hyderabad,North,Studio,2,3,3176,12395376.0,16,Unfurnished,No,Available,,3902.8261964735516,11-20 Years
P110662,Chennai,South,Villa,2,3,1553,26509644.0,0,Unfurnished,No,Sold,2024-05-13,17069.957501609788,0-5 Years
P110663,Kolkata,North,Studio,5,3,3223,26821695.0,6,Unfurnished,No,Sold,2023-03-07,8321.965560037232,6-10 Years
P110664,Mumbai,Central,Builder Floor,1,2,462,25187864.0,22,Semi-Furnished,Yes,Available,,54519.18614718615,20+ Years
P110665,Kolkata,North,Studio,1,4,1354,42842969.0,13,Unfurnished,No,Sold,2022-06-13,31641.77917282127,11-20 Years
P110666,Delhi,Central,Builder Floor,2,4,2544,4577753.0,20,Unfurnished,Yes,Available,,1799.431210691824,11-20 Years
P110667,Bangalore,North,Apartment,1,1,1835,43371094.0,23,Unfurnished,Yes,Sold,2023-01-31,23635.47356948229,20+ Years
P110668,Chennai,Central,Studio,3,1,2265,36035339.0,5,Unfurnished,No,Sold,2023-05-29,15909.641942604856,0-5 Years
P110669,Pune,Central,Villa,2,2,2977,32187622.0,16,Furnished,Yes,Sold,2022-04-24,10812.10010077259,11-20 Years
P110670,Delhi,North,Apartment,2,2,1869,29776311.0,13,Unfurnished,No,Sold,2021-01-10,15931.680577849118,11-20 Years
P110671,Mumbai,West,Apartment,4,4,3172,25183546.0,6,Semi-Furnished,No,Sold,2024-03-28,7939.327238335435,6-10 Years
P110672,Hyderabad,East,Studio,3,3,2032,14812568.0,14,Furnished,No,Sold,2023-01-05,7289.649606299213,11-20 Years
P110673,Bangalore,East,Studio,2,3,2214,43221515.0,7,Furnished,Yes,Sold,2024-06-11,19521.91282746161,6-10 Years
P110674,Delhi,East,Villa,2,2,3468,4136739.0,23,Unfurnished,No,Sold,2021-05-14,1192.8313148788927,20+ Years
P110675,Pune,Central,Apartment,1,2,635,4461249.0,15,Semi-Furnished,Yes,Available,,7025.588976377952,11-20 Years
P110676,Mumbai,East,Builder Floor,2,2,1508,13987808.0,9,Furnished,No,Sold,2023-05-23,9275.734748010611,6-10 Years
P110677,Mumbai,Central,Studio,2,1,2196,17768336.0,8,Furnished,Yes,Available,,8091.227686703097,6-10 Years
P110678,Chennai,West,Apartment,2,3,2802,8405283.0,18,Semi-Furnished,Yes,Sold,2024-03-22,2999.7441113490363,11-20 Years
P110679,Delhi,North,Apartment,2,2,3873,27941240.0,1,Furnished,No,Sold,2022-02-27,7214.36612445133,0-5 Years
P110680,Pune,North,Builder Floor,4,2,1589,4259710.0,7,Unfurnished,No,Sold,2022-07-02,2680.748898678414,6-10 Years
P110681,Mumbai,Central,Apartment,3,1,3699,29430110.0,10,Furnished,Yes,Available,,7956.234117329008,6-10 Years
P110682,Bangalore,Central,Studio,4,2,1790,23264614.0,3,Unfurnished,No,Sold,2023-01-05,12996.991061452514,0-5 Years
P110683,Mumbai,West,Builder Floor,1,3,3372,17215440.0,17,Semi-Furnished,No,Sold,2021-01-14,5105.409252669039,11-20 Years
P110684,Pune,East,Studio,5,1,1833,43746783.0,17,Semi-Furnished,No,Sold,2021-02-18,23866.2209492635,11-20 Years
P110685,Hyderabad,West,Villa,2,2,3531,24680416.0,1,Furnished,Yes,Sold,2024-09-28,6989.63919569527,0-5 Years
P110686,Hyderabad,North,Apartment,1,3,2611,12029823.0,4,Semi-Furnished,Yes,Available,,4607.362313289927,0-5 Years
P110687,Chennai,North,Studio,5,3,1653,6378948.0,13,Unfurnished,No,Available,,3859.0127041742285,11-20 Years
P110688,Delhi,East,Studio,2,1,1281,12015973.0,12,Unknown,No,Available,,9380.150663544106,11-20 Years
P110689,Pune,North,Villa,2,3,3041,20310687.0,7,Unfurnished,No,Available,,6678.95001644196,6-10 Years
P110690,Chennai,Central,Apartment,5,1,3628,6964517.0,24,Furnished,Yes,Sold,2022-11-04,1919.6573869900772,20+ Years
P110691,Kolkata,North,Studio,4,3,3465,24090984.0,10,Unfurnished,Yes,Sold,2022-11-05,6952.664935064935,6-10 Years
P110692,Mumbai,South,Builder Floor,5,2,1326,12429692.0,21,Unfurnished,No,Sold,2023-01-05,9373.825037707391,20+ Years
P110693,Kolkata,East,Studio,5,1,2126,28949070.0,7,Semi-Furnished,No,Available,,13616.683913452493,6-10 Years
P110694,Mumbai,East,Studio,3,3,3321,34298355.0,14,Furnished,No,Available,,10327.71906052394,11-20 Years
P110695,Hyderabad,East,Studio,2,1,3356,31489735.0,5,Semi-Furnished,No,Available,,9383.115315852205,0-5 Years
P110696,Chennai,South,Studio,2,3,3845,21978231.0,16,Unfurnished,No,Sold,2023-05-20,5716.054876462939,11-20 Years
P110697,Hyderabad,West,Apartment,4,1,1665,12236253.0,10,Unfurnished,No,Sold,2023-08-31,7349.100900900901,6-10 Years
P110698,Bangalore,Central,Studio,4,2,3338,18687757.0,24,Semi-Furnished,Yes,Sold,2022-09-30,5598.489215098862,20+ Years
P110699,Kolkata,East,Villa,3,1,3639,35357879.0,6,Semi-Furnished,No,Sold,2023-01-23,9716.372355042595,6-10 Years
P110700,Kolkata,North,Studio,3,1,520,42833249.0,1,Semi-Furnished,Yes,Sold,2022-12-12,82371.6326923077,0-5 Years
P110701,Hyderabad,Central,Builder Floor,3,2,1365,6214010.0,2,Unfurnished,No,Sold,2024-09-12,4552.388278388278,0-5 Years
P110702,Bangalore,North,Builder Floor,4,3,2449,19187063.0,17,Semi-Furnished,No,Sold,2022-04-22,7834.652102899143,11-20 Years
P110703,Mumbai,Central,Studio,5,4,517,25088917.0,24,Unknown,No,Available,,48527.88588007737,20+ Years
P110704,Chennai,Central,Studio,2,2,1038,24359162.0,23,Furnished,Yes,Available,,23467.40077071291,20+ Years
P110705,Bangalore,North,Villa,2,1,3978,40968924.0,20,Semi-Furnished,Yes,Available,,10298.874811463047,11-20 Years
P110706,Chennai,North,Villa,1,2,773,34066716.0,19,Unknown,No,Available,,44070.78395860285,11-20 Years
P110707,Kolkata,Central,Apartment,4,2,3579,42892102.0,22,Furnished,No,Available,,11984.381670857782,20+ Years
P110708,Chennai,East,Apartment,4,1,3770,42721387.0,13,Furnished,Yes,Available,,11331.932891246684,11-20 Years
P110709,Kolkata,North,Builder Floor,3,1,3904,41414818.0,8,Semi-Furnished,No,Sold,2024-03-30,10608.303790983606,6-10 Years
P110710,Bangalore,South,Studio,1,4,2559,39934461.0,7,Furnished,Yes,Available,,15605.49472450176,6-10 Years
P110711,Kolkata,South,Studio,1,2,3877,7346947.0,23,Furnished,No,Sold,2024-07-17,1895.008253804488,20+ Years
P110712,Delhi,Central,Villa,4,1,2947,12278925.0,17,Unfurnished,Yes,Sold,2023-08-08,4166.58466236851,11-20 Years
P110713,Kolkata,West,Villa,3,3,3122,10756229.0,11,Semi-Furnished,No,Available,,3445.3007687379886,11-20 Years
P110714,Hyderabad,Central,Apartment,2,3,2210,5609168.0,11,Unfurnished,No,Sold,2023-01-05,2538.085067873303,11-20 Years
P110715,Bangalore,Central,Apartment,3,3,2323,43852400.0,9,Unfurnished,Yes,Sold,2021-02-10,18877.48600947051,6-10 Years
P110716,Mumbai,East,Builder Floor,2,3,1442,5953367.0,8,Semi-Furnished,No,Sold,2023-06-23,4128.5485436893205,6-10 Years
P110717,Chennai,East,Villa,4,2,3491,41469003.0,1,Furnished,Yes,Sold,2023-04-29,11878.832139788026,0-5 Years
P110718,Pune,West,Studio,3,2,2176,39585272.0,23,Unfurnished,Yes,Available,,18191.761029411766,20+ Years
P110719,Bangalore,West,Villa,1,4,1171,27829245.0,20,Furnished,Yes,Sold,2024-03-05,23765.367207514944,11-20 Years
P110720,Hyderabad,West,Villa,5,2,960,21640993.0,10,Furnished,Yes,Sold,2023-06-04,22542.701041666667,6-10 Years
P110721,Kolkata,West,Villa,1,1,3977,9247501.0,21,Furnished,Yes,Available,,2325.245411113905,20+ Years
P110722,Chennai,West,Apartment,2,4,2601,24418522.0,9,Semi-Furnished,Yes,Sold,2022-03-11,9388.128412149174,6-10 Years
P110723,Delhi,Central,Studio,4,2,1938,9660391.0,24,Unfurnished,Yes,Sold,2021-08-24,4984.721878224974,20+ Years
P110724,Mumbai,Central,Studio,3,2,3267,16303214.0,7,Unfurnished,No,Sold,2023-09-17,4990.270584634221,6-10 Years
P110725,Delhi,South,Apartment,4,1,3949,32563279.0,4,Semi-Furnished,Yes,Sold,2023-03-02,8245.95568498354,0-5 Years
P110726,Pune,South,Apartment,4,1,2831,19005132.0,21,Furnished,Yes,Sold,2021-03-01,6713.222182974214,20+ Years
P110727,Bangalore,North,Studio,2,1,1203,3790965.0,4,Furnished,Yes,Available,,3151.2593516209477,0-5 Years
P110728,Chennai,Central,Builder Floor,4,3,1080,4967502.0,8,Unknown,No,Sold,2023-11-04,4599.538888888889,6-10 Years
P110729,Bangalore,West,Villa,3,2,3669,21294755.0,10,Semi-Furnished,Yes,Sold,2023-03-06,5803.9670209866445,6-10 Years
P110730,Hyderabad,North,Studio,1,2,578,13707608.0,11,Unfurnished,Yes,Sold,2024-05-03,23715.584775086507,11-20 Years
P110731,Bangalore,East,Apartment,4,2,1014,3407951.0,4,Unfurnished,No,Sold,2021-05-20,3360.8984220907296,0-5 Years
P110732,Mumbai,Central,Studio,3,4,2154,26252339.0,5,Semi-Furnished,No,Sold,2024-02-05,12187.715413184773,0-5 Years
P110733,Pune,South,Villa,3,4,3999,36240043.0,0,Unfurnished,No,Sold,2023-08-21,9062.27631907977,0-5 Years
P110734,Delhi,Central,Studio,2,4,446,38925598.0,15,Unfurnished,No,Sold,2023-12-25,87277.12556053812,11-20 Years
P110735,Pune,Central,Apartment,4,4,3005,28786784.0,23,Semi-Furnished,No,Sold,2022-09-27,9579.628618968385,20+ Years
P110736,Chennai,Central,Builder Floor,2,4,2630,11242259.0,13,Unfurnished,No,Sold,2022-10-20,4274.62319391635,11-20 Years
P110737,Bangalore,Central,Apartment,1,1,2801,25467225.0,23,Furnished,No,Sold,2022-01-18,9092.190289182436,20+ Years
P110738,Chennai,East,Builder Floor,1,4,2934,8321186.0,13,Furnished,Yes,Available,,2836.1233810497615,11-20 Years
P110739,Delhi,South,Villa,3,2,615,42202087.0,23,Semi-Furnished,Yes,Available,,68621.27967479675,20+ Years
P110740,Chennai,Central,Apartment,4,3,3339,36593260.0,12,Furnished,Yes,Available,,10959.347109913148,11-20 Years
P110741,Hyderabad,East,Studio,3,2,1846,29460265.0,11,Furnished,Yes,Available,,15958.973456121343,11-20 Years
P110742,Pune,North,Apartment,4,2,2069,4936990.0,22,Furnished,Yes,Sold,2024-07-11,2386.1720637989365,20+ Years
P110743,Delhi,Central,Apartment,2,1,3299,35224464.0,6,Unfurnished,Yes,Available,,10677.315550166717,6-10 Years
P110744,Delhi,East,Villa,1,3,3276,9891178.0,5,Unfurnished,Yes,Sold,2022-04-08,3019.2851037851037,0-5 Years
P110745,Kolkata,West,Builder Floor,1,2,3480,8324590.0,22,Furnished,Yes,Sold,2024-11-14,2392.1235632183907,20+ Years
P110746,Delhi,North,Builder Floor,2,1,1408,43034473.0,8,Furnished,No,Sold,2023-04-19,30564.256392045456,6-10 Years
P110747,Kolkata,South,Studio,5,3,1636,31359165.0,20,Semi-Furnished,No,Available,,19168.193765281172,11-20 Years
P110748,Mumbai,Central,Apartment,5,3,3610,30070813.0,15,Furnished,No,Available,,8329.865096952908,11-20 Years
P110749,Kolkata,Central,Villa,5,1,1407,3980643.0,8,Semi-Furnished,No,Sold,2024-11-17,2829.1705756929637,6-10 Years
P110750,Pune,East,Builder Floor,4,4,1133,42990862.0,13,Furnished,Yes,Sold,2021-12-06,37944.27360988526,11-20 Years
P110751,Chennai,South,Studio,2,1,2768,23126161.0,8,Unfurnished,Yes,Sold,2022-07-08,8354.826950867053,6-10 Years
P110752,Kolkata,West,Builder Floor,4,1,2538,31591831.0,3,Unknown,Yes,Sold,2022-07-05,12447.529944838456,0-5 Years
P110753,Delhi,North,Studio,4,4,714,37821200.0,8,Furnished,Yes,Sold,2021-03-07,52970.86834733894,6-10 Years
P110754,Pune,South,Builder Floor,2,1,2559,10087204.0,7,Semi-Furnished,Yes,Sold,2023-12-24,3941.853849159828,6-10 Years
P110755,Kolkata,Central,Studio,4,1,3584,44551216.0,13,Furnished,Yes,Available,,12430.58482142857,11-20 Years
P110756,Kolkata,East,Builder Floor,2,1,773,31722970.0,4,Unfurnished,Yes,Sold,2024-04-04,41038.77102199224,0-5 Years
P110757,Delhi,West,Builder Floor,5,2,1686,43502931.0,15,Semi-Furnished,No,Sold,2024-09-07,25802.45017793594,11-20 Years
P110758,Hyderabad,East,Apartment,5,1,767,5698769.0,9,Unknown,Yes,Sold,2023-09-02,7429.946544980443,6-10 Years
P110759,Hyderabad,North,Studio,4,1,777,41823743.0,2,Unfurnished,Yes,Available,,53827.211068211065,0-5 Years
P110760,Kolkata,South,Studio,1,3,1228,18468745.0,8,Unknown,Yes,Sold,2021-09-16,15039.694625407166,6-10 Years
P110761,Hyderabad,East,Apartment,2,3,1224,44297013.0,2,Unfurnished,Yes,Sold,2022-10-11,36190.37009803922,0-5 Years
P110762,Bangalore,East,Apartment,3,3,1073,25791192.0,18,Unfurnished,Yes,Sold,2022-07-09,24036.525629077354,11-20 Years
P110763,Delhi,Central,Builder Floor,3,1,2019,36073520.0,18,Semi-Furnished,Yes,Sold,2022-03-23,17867.023278850917,11-20 Years
P110764,Bangalore,East,Builder Floor,4,4,3004,44628032.0,0,Furnished,No,Sold,2022-09-13,14856.202396804261,0-5 Years
P110765,Pune,West,Builder Floor,1,1,3516,32747473.0,21,Unknown,No,Sold,2023-09-30,9313.843287827076,20+ Years
P110766,Bangalore,South,Apartment,2,2,1694,13647886.0,18,Semi-Furnished,No,Available,,8056.603305785124,11-20 Years
P110767,Pune,North,Builder Floor,5,2,2942,29664352.0,14,Semi-Furnished,No,Available,,10083.056424201224,11-20 Years
P110768,Kolkata,East,Apartment,4,2,3169,3381461.0,18,Semi-Furnished,Yes,Sold,2024-09-29,1067.0435468602084,11-20 Years
P110769,Pune,West,Builder Floor,2,2,3133,4288535.0,24,Unfurnished,No,Available,,1368.827002872646,20+ Years
P110770,Pune,North,Apartment,2,1,2694,23214922.0,6,Unknown,No,Sold,2021-02-01,8617.26874536006,6-10 Years
P110771,Chennai,West,Studio,2,3,573,32724778.0,23,Unfurnished,No,Available,,57111.305410122164,20+ Years
P110772,Bangalore,East,Villa,1,1,435,42740313.0,0,Semi-Furnished,Yes,Sold,2024-02-01,98253.59310344828,0-5 Years
P110773,Chennai,East,Builder Floor,2,1,701,21938201.0,23,Semi-Furnished,No,Sold,2022-10-09,31295.579172610556,20+ Years
P110774,Kolkata,South,Builder Floor,1,1,3629,32690317.0,15,Semi-Furnished,Yes,Sold,2024-04-11,9008.078534031414,11-20 Years
P110775,Delhi,Central,Apartment,1,1,1285,35185725.0,7,Unfurnished,Yes,Sold,2023-04-08,27381.887159533075,6-10 Years
P110776,Bangalore,West,Studio,2,4,2480,39570160.0,11,Unfurnished,Yes,Available,,15955.709677419354,11-20 Years
P110777,Delhi,Central,Studio,5,3,2829,29627128.0,23,Furnished,No,Sold,2023-12-24,10472.650406504064,20+ Years
P110778,Delhi,Central,Builder Floor,2,3,2301,23229645.0,5,Furnished,No,Sold,2023-05-24,10095.45632333768,0-5 Years
P110779,Pune,North,Apartment,5,2,2871,8222738.0,9,Semi-Furnished,Yes,Available,,2864.0675722744686,6-10 Years
P110780,Bangalore,North,Apartment,4,1,2106,25158007.0,13,Unfurnished,No,Available,,11945.872269705604,11-20 Years
P110781,Delhi,West,Villa,3,2,2102,4958955.0,4,Unfurnished,No,Sold,2021-07-31,2359.1603235014272,0-5 Years
P110782,Hyderabad,Central,Studio,4,3,3173,38348033.0,3,Semi-Furnished,Yes,Sold,2024-04-08,12085.733690513709,0-5 Years
P110783,Delhi,South,Villa,1,3,3766,6822476.0,24,Semi-Furnished,Yes,Sold,2022-03-22,1811.5974508762613,20+ Years
P110784,Hyderabad,Central,Studio,4,2,1092,16747268.0,22,Semi-Furnished,Yes,Sold,2023-10-15,15336.326007326008,20+ Years
P110785,Bangalore,North,Builder Floor,3,3,994,37898513.0,13,Semi-Furnished,No,Available,,38127.27665995976,11-20 Years
P110786,Kolkata,Central,Builder Floor,3,3,3429,35680448.0,16,Unfurnished,No,Sold,2021-10-14,10405.496646252552,11-20 Years
P110787,Chennai,East,Apartment,5,4,2862,44706354.2264,0,Semi-Furnished,No,Sold,2022-11-12,15620.668842208246,0-5 Years
P110788,Bangalore,East,Apartment,4,1,1273,21284820.0,16,Furnished,Yes,Sold,2022-06-18,16720.204241948155,11-20 Years
P110789,Chennai,South,Apartment,1,1,718,24241938.0,19,Semi-Furnished,No,Available,,33763.144846796655,11-20 Years
P110790,Chennai,West,Studio,1,3,3496,44706354.2264,8,Semi-Furnished,No,Available,,12787.8587604119,6-10 Years
P110791,Bangalore,Central,Apartment,5,3,1157,33489374.0,15,Semi-Furnished,Yes,Sold,2021-06-08,28945.007778738116,11-20 Years
P110792,Delhi,East,Builder Floor,5,4,1857,26925900.0,2,Furnished,No,Sold,2021-05-24,14499.67689822294,0-5 Years
P110793,Mumbai,West,Villa,4,2,2506,32556237.0,9,Unfurnished,Yes,Available,,12991.315642458101,6-10 Years
P110794,Delhi,East,Builder Floor,5,4,576,44706354.2264,16,Furnished,No,Sold,2023-07-07,77615.19830972223,11-20 Years
P110795,Delhi,West,Builder Floor,3,4,1965,39014411.0,15,Unknown,No,Sold,2023-01-20,19854.662086513996,11-20 Years
P110796,Kolkata,West,Builder Floor,1,2,3516,5724792.0,0,Unfurnished,Yes,Sold,2023-01-05,1628.2116040955632,0-5 Years
P110797,Pune,East,Villa,3,3,3923,34368460.0,18,Furnished,No,Sold,2023-09-18,8760.759622737702,11-20 Years
P110798,Pune,North,Builder Floor,2,1,708,15128255.0,14,Unfurnished,Yes,Sold,2021-05-21,21367.591807909605,11-20 Years
P110799,Delhi,West,Studio,3,4,553,31618590.0,6,Semi-Furnished,No,Sold,2023-01-02,57176.473779385175,6-10 Years
P110800,Hyderabad,Central,Studio,1,4,1366,35235149.0,7,Unfurnished,Yes,Available,,25794.39897510981,6-10 Years
P110801,Kolkata,East,Villa,2,1,2431,32786205.0,3,Furnished,Yes,Sold,2021-06-28,13486.71534348005,0-5 Years
P110802,Chennai,North,Studio,4,4,1563,18662691.0,11,Semi-Furnished,Yes,Sold,2024-02-26,11940.301343570058,11-20 Years
P110803,Pune,East,Apartment,2,2,3216,16413445.0,1,Furnished,Yes,Available,,5103.68314676617,0-5 Years
P110804,Delhi,South,Studio,5,1,784,41881141.0,6,Semi-Furnished,No,Available,,53419.822704081635,6-10 Years
P110805,Kolkata,Central,Builder Floor,1,1,3195,39138366.0,24,Furnished,Yes,Available,,12249.879812206573,20+ Years
P110806,Mumbai,South,Studio,5,2,1023,37535929.0,5,Unknown,Yes,Available,,36692.01270772239,0-5 Years
P110807,Hyderabad,West,Apartment,3,2,1456,3555319.0,1,Semi-Furnished,No,Sold,2023-10-15,2441.8399725274726,0-5 Years
P110808,Bangalore,West,Apartment,4,1,2131,43486743.0,24,Furnished,Yes,Available,,20406.730642890663,20+ Years
P110809,Delhi,South,Apartment,1,2,3842,22464125.0,6,Furnished,No,Sold,2021-03-06,5846.987246225924,6-10 Years
P110810,Kolkata,South,Builder Floor,4,4,3649,23768524.0,24,Semi-Furnished,Yes,Sold,2023-12-10,6513.708961359276,20+ Years
P110811,Delhi,West,Apartment,1,3,3831,22891334.0,1,Furnished,Yes,Sold,2022-03-06,5975.289480553381,0-5 Years
P110812,Chennai,North,Builder Floor,5,4,2069,26991397.0,3,Furnished,Yes,Available,,13045.624456259062,0-5 Years
P110813,Hyderabad,Central,Apartment,3,2,1859,34957133.0,15,Semi-Furnished,Yes,Sold,2023-04-11,18804.267348036577,11-20 Years
P110814,Pune,East,Builder Floor,2,4,2322,9924034.0,5,Unfurnished,No,Sold,2024-09-16,4273.916451335056,0-5 Years
P110815,Pune,South,Builder Floor,4,3,2270,8671082.0,9,Semi-Furnished,Yes,Sold,2023-05-16,3819.859911894273,6-10 Years
P110816,Pune,Central,Builder Floor,1,3,405,31237164.0,22,Unfurnished,No,Available,,77128.8,20+ Years
